 0.00  0.00   0.0
 0.00  0.10   0.0
 0.00  0.20   0.0
 0.00  0.30   0.0
 0.00  0.40   0.0
 0.00  0.50   0.0
 0.00  0.60   0.0
 0.00  0.70   0.0
 0.00  0.80   0.0
 0.00  0.90   0.0
 0.00  1.00   0.0
 0.30  0.00   0.0
 0.30  0.10   0.0
 0.30  0.20   0.0
 0.30  0.30   0.0
 0.30  0.40   0.0
 0.30  0.50   0.0
 0.30  0.60   0.0
 0.30  0.70   0.0
 0.30  0.80   0.0
 0.30  0.90   0.0
 0.30  1.00   0.0
 0.60  0.00  30.7
 0.60  0.10   0.0
 0.60  0.20   0.0
 0.60  0.30   0.0
 0.60  0.40   0.0
 0.60  0.50   0.0
 0.60  0.60   6.5
 0.60  0.70   0.0
 0.60  0.80  19.6
 0.60  0.90  13.1
 0.60  1.00   0.0
 0.90  0.00  19.1
 0.90  0.10   0.0
 0.90  0.20   0.0
 0.90  0.30   0.0
 0.90  0.40   0.0
 0.90  0.50   9.2
 0.90  0.60  28.8
 0.90  0.70   4.7
 0.90  0.80   0.2
 0.90  0.90   3.3
 0.90  1.00   4.7
 1.20  0.00  27.2
 1.20  0.10   0.0
 1.20  0.20   0.0
 1.20  0.30   0.0
 1.20  0.40   6.5
 1.20  0.50   9.2
 1.20  0.60   7.1
 1.20  0.70   2.1
 1.20  0.80   3.3
 1.20  0.90  13.3
 1.20  1.00   1.3
 1.50  0.00  14.4
 1.50  0.10   0.0
 1.50  0.20   0.0
 1.50  0.30   0.8
 1.50  0.40  11.6
 1.50  0.50  17.6
 1.50  0.60   4.3
 1.50  0.70  10.2
 1.50  0.80   5.8
 1.50  0.90   4.0
 1.50  1.00   1.4
 1.80  0.00  25.6
 1.80  0.10   0.0
 1.80  0.20   0.0
 1.80  0.30   5.7
 1.80  0.40   5.7
 1.80  0.50   5.7
 1.80  0.60  15.4
 1.80  0.70   5.7
 1.80  0.80   4.3
 1.80  0.90   2.0
 1.80  1.00   0.0
 2.10  0.00  12.5
 2.10  0.10   0.0
 2.10  0.20   0.0
 2.10  0.30  25.9
 2.10  0.40   0.0
 2.10  0.50   8.2
