100	1.80485E-35		100	0.046057988
101	4.00875E-35		110	0.0003659
102	8.86826E-35		120	0.045232822
103	1.95403E-34		130	0.015916799
104	4.28831E-34		140	0.041553092
105	9.37356E-34		150	0.022169816
106	2.04073E-33		160	0.034646427
107	4.42517E-33		170	0.002258407
108	9.55733E-33		180	0.009229607
109	2.05592E-32		190	0.030702702
110	4.40492E-32		200	0.000720444
111	9.40012E-32		210	0.004002315
112	1.99798E-31		220	0.017848311
113	4.22973E-31		230	0.012380671
114	8.91859E-31		240	0.009151359
115	1.87302E-30		250	0.036002809
116	3.91789E-30		260	0.075961456
117	8.16252E-30		270	0.206936549
118	1.69379E-29		280	0.491412199
119	3.50072E-29		290	0.867705288
120	7.20639E-29		300	1.00408318
121	1.47755E-28		310	0.86605991
122	3.01736E-28		320	0.4553665
123	6.13729E-28		330	0.167410662
124	1.24334E-27		340	0.073842169
125	2.50878E-27		350	0.01479896
126	5.04197E-27		360	0.019337634
127	1.00925E-26		370	0.013053047
128	2.01217E-26		380	0.044672578
129	3.99567E-26		390	0.018250602
130	7.90276E-26		400	0.009546714
131	1.55679E-25		410	0.035067319
132	3.05453E-25		420	0.018033058
133	5.96929E-25		430	0.040827413
134	1.16188E-24		440	0.042251954
135	2.2525E-24		450	0.011700796
136	4.34942E-24		460	0.006193635
137	8.36488E-24		470	0.020526592
138	1.60233E-23		480	0.030298826
139	3.05707E-23		490	0.015872129
140	5.80928E-23		500	0.022797904
141	1.09952E-22			
142	2.07274E-22			
143	3.8918E-22			
144	7.27812E-22			
145	1.35566E-21			
146	2.51504E-21			
147	4.6473E-21			
148	8.55304E-21			
149	1.56784E-20			
150	2.86252E-20			
151	5.20543E-20			
152	9.42817E-20			
153	1.70083E-19			
154	3.05603E-19			
155	5.46911E-19			
156	9.74853E-19			
157	1.73071E-18			
158	3.06036E-18			
159	5.38993E-18			
160	9.45489E-18			
161	1.65193E-17			
162	2.87469E-17			
163	4.98257E-17			
164	8.60159E-17			
165	1.47899E-16			
166	2.53289E-16			
167	4.32046E-16			
168	7.34017E-16			
169	1.24207E-15			
170	2.09337E-15			
171	3.51408E-15			
172	5.87541E-15			
173	9.78427E-15			
174	1.62286E-14			
175	2.681E-14			
176	4.4114E-14			
177	7.22965E-14			
178	1.18011E-13			
179	1.91862E-13			
