 0.00  0.00   0.0
 0.00  0.10   0.0
 0.00  0.20   0.0
 0.00  0.30   0.0
 0.00  0.40   0.0
 0.00  0.50   0.0
 0.00  0.60   0.0
 0.00  0.70   0.0
 0.00  0.80   0.0
 0.00  0.90   0.0
 0.00  1.00   0.0
 0.30  0.00   0.0
 0.30  0.10   0.0
 0.30  0.20   0.0
 0.30  0.30   0.0
 0.30  0.40   0.0
 0.30  0.50   0.0
 0.30  0.60  14.5
 0.30  0.70  11.1
 0.30  0.80   8.5
 0.30  0.90  35.9
 0.30  1.00   0.0
 0.60  0.00  26.1
 0.60  0.10   0.0
 0.60  0.20   0.0
 0.60  0.30   5.4
 0.60  0.40   5.6
 0.60  0.50   8.0
 0.60  0.60   6.3
 0.60  0.70   6.4
 0.60  0.80   5.0
 0.60  0.90   7.3
 0.60  1.00   0.0
 0.90  0.00  26.5
 0.90  0.10   0.0
 0.90  0.20   0.0
 0.90  0.30   6.1
 0.90  0.40   7.3
 0.90  0.50   8.8
 0.90  0.60   7.8
 0.90  0.70   3.4
 0.90  0.80   5.0
 0.90  0.90   5.1
 0.90  1.00   0.1
 1.20  0.00  22.4
 1.20  0.10   0.0
 1.20  0.20   0.0
 1.20  0.30   5.3
 1.20  0.40   8.1
 1.20  0.50   5.9
 1.20  0.60   4.3
 1.20  0.70   5.5
 1.20  0.80  10.9
 1.20  0.90   7.7
 1.20  1.00   0.0
 1.50  0.00  20.6
 1.50  0.10   0.0
 1.50  0.20   0.0
 1.50  0.30  12.3
 1.50  0.40   8.4
 1.50  0.50   9.5
 1.50  0.60   5.2
 1.50  0.70   4.2
 1.50  0.80   7.2
 1.50  0.90   2.7
 1.50  1.00   0.0
 1.80  0.00  19.9
 1.80  0.10   0.0
 1.80  0.20   0.0
 1.80  0.30  12.3
 1.80  0.40  18.3
 1.80  0.50  11.7
 1.80  0.60   3.1
 1.80  0.70   2.4
 1.80  0.80   0.5
 1.80  0.90   1.8
 1.80  1.00   0.0
 2.10  0.00  19.2
 2.10  0.10   0.0
 2.10  0.20   0.0
 2.10  0.30  11.4
 2.10  0.40  14.2
 2.10  0.50   6.1
